BC Geographic Name,Type,View on Map,GeoName ID
Homalco 9,Indian Reserve,#REF!,60160
Homayno 2,Indian Reserve,#REF!,65326
Homfray Creek,Locality,#REF!,34766
Hopkins Landing,Community,#REF!,18328
Hornby Island,Community,#REF!,18344
Hunaechin SB 11,Indian Government District : Land Unit,#REF!,40191
Irvines Landing,Locality,#REF!,2343
Kaikalahun 25,Indian Reserve,#REF!,64618
Kakalatza 6,Indian Reserve,#REF!,65223
Keats Island,Locality,#REF!,34980
Kil-pah-las 3,Indian Reserve,#REF!,65218
Klaalth SB 5,Indian Government District : Land Unit,#REF!,40186
Klahoose 1,Indian Reserve,#REF!,65061
Klayekwim SB 6,Indian Government District : Land Unit,#REF!,40210
Klayekwim SB 6A,Indian Government District : Land Unit,#REF!,40209
Klayekwim SB 7,Indian Government District : Land Unit,#REF!,40208
Klayekwim SB 8,Indian Government District : Land Unit,#REF!,40207
Kleecoot,Community,#REF!,5424
Klehkoot 2,Indian Reserve,#REF!,65290
Kleindale,Locality,#REF!,5431
Koksilah,Community,#REF!,6231
Kwum Kum,Indian Reserve,#REF!,65834
Ladysmith,Town,#REF!,7329
Lake Cowichan,Town,#REF!,7359
Lang Bay,Community,#REF!,8831
Langdale,Community,#REF!,8835
Lantzville,District Municipality,#REF!,8858
Larsons Landing,Locality,#REF!,38216
Lazo,Community,#REF!,13129
Lighthouse Point,Community,#REF!,1387
Little River,Community,#REF!,2511
Loughborough 3,Indian Reserve,#REF!,65327
Lund,Community,#REF!,37950
Lyacksun 3,Indian Reserve,#REF!,65202
Madeira Park,Community,#REF!,4631
Ma-Guala 6,Indian Reserve,#REF!,65209
Malahat,Community,#REF!,4645
Malahat 11,Indian Reserve,#REF!,65203
Mansons Landing,Community,#REF!,34983
Maple Bay,Community,#REF!,29831
Marshall School Junction,Locality,#REF!,40348
Matilpi,Locality,#REF!,25777
Matlaten 4,Indian Reserve,#REF!,65353
Matsayno 5,Indian Reserve,#REF!,65501
Mayne Island,Community,#REF!,66341
Mayne Island 6,Indian Reserve,#REF!,65263
McNab Creek,Locality,#REF!,20612
Merville,Community,#REF!,38031
Mill Bay,Community,#REF!,38070
Mount Gardner,Locality,#REF!,38177
Mud Bay,Locality,#REF!,8226
Mushkin 5,Indian Reserve,#REF!,64977
Mushkin 5A,Indian Reserve,#REF!,64976
Myrtle Point,Community,#REF!,8976
Nanaimo,City,#REF!,9032
Nanaimo River 2,Indian Reserve,#REF!,65208
Nanaimo River 3,Indian Reserve,#REF!,65210
Nanaimo River 4,Indian Reserve,#REF!,65205
Nanaimo Town 1,Indian Reserve,#REF!,65206
Nanoose,Indian Reserve,#REF!,65811
Nanoose Bay,Community,#REF!,35922
New Brighton,Community,#REF!,34984
North Campbell River,Community,#REF!,17063
North Cowichan,District Municipality,#REF!,17071
North Galiano,Community,#REF!,35859
Northfield,Community,#REF!,17083
Oalthkyim SB 4,Indian Government District : Land Unit,#REF!,40213
Ocean Grove,Community,#REF!,17917
Open Bay 8,Indian Reserve,#REF!,65354
Orford Bay 4,Indian Reserve,#REF!,64978
Owen Bay,Locality,#REF!,34774
Oyster Bay 12,Indian Reserve,#REF!,65237
Oyster River,Community,#REF!,15171
Paldi,Community,#REF!,34880
Parksville,City,#REF!,30438
Pawala 5,Indian Reserve,#REF!,65612
Paykulkum SB 14,Indian Government District : Land Unit,#REF!,40190
Pender Island,Community,#REF!,40055
Pender Island 8,Indian Reserve,#REF!,65322
Penelakut Island 7,Indian Reserve,#REF!,60661
Pentledge 2,Indian Reserve,#REF!,65345
Phillips Arm,Community,#REF!,35002
Port Alberni,City,#REF!,19255
Port Mellon,Community,#REF!,30394
Port Neville,Locality,#REF!,27219
Port Neville 4,Indian Reserve,#REF!,65611
Port Washington,Community,#REF!,16168
Portier Pass 5,Indian Reserve,#REF!,65201
Potato Point 3,Indian Reserve,#REF!,64971
Powell River,City,#REF!,38681
Puntledge,Locality,#REF!,38069
Qualicum,Indian Reserve,#REF!,65769
Qualicum Bay,Community,#REF!,31000
Qualicum Beach,Town,#REF!,22222
Quaniwsom 2,Indian Reserve,#REF!,65062
Quathiaski Cove,Community,#REF!,35004
Quequa 6,Indian Reserve,#REF!,65058
Quinsam,Community,#REF!,22323
Quinsam 12,Indian Reserve,#REF!,65351
Read Island,Locality,#REF!,35006
Redroofs,Community,#REF!,15741
Refuge Cove,Locality,#REF!,34895
Roberts Creek,Community,#REF!,19930
Rock Bay,Locality,#REF!,35007
Roy,Locality,#REF!,21907
Royston,Community,#REF!,21917
Saaiyouck 6,Indian Reserve,#REF!,65502
Sahara Heights,Community,#REF!,13169
Sahtlam,Community,#REF!,40830
Sallahlus SB 20,Indian Government District : Land Unit,#REF!,40200
Sallahlus SB 20A,Indian Government District : Land Unit,#REF!,40199
Salmon Bay 3,Indian Reserve,#REF!,65063
Salmon River 1,Indian Reserve,#REF!,65347
Saltair,Community,#REF!,13655
Saltery Bay,Community,#REF!,13660
Sandwick,Community,#REF!,30351
Saratoga Beach,Community,#REF!,37502
Saturna,Locality,#REF!,17151
Saturna Island 7,Indian Reserve,#REF!,65320
Saughanaught SB 22,Indian Government District : Land Unit,#REF!,40198
Sawquamain SB 19A,Indian Government District : Land Unit,#REF!,40835
Say-La-Quas 10,Indian Reserve,#REF!,65238
Sayward,Village,#REF!,35009
Schaltuuch 27,Indian Reserve,#REF!,64613
Seaford,Locality,#REF!,18081
Seaside Park,Locality,#REF!,18100
Sechelt,District Municipality,#REF!,18110
Sechelt Indian Government District,Indian Government District,#REF!,40840
Sechelt SB 2,Indian Government District : Land Unit,#REF!,40212
Secret Cove,Community,#REF!,18132
Sekaleton SB 21,Indian Government District : Land Unit,#REF!,40195
Sekaleton SB 21A,Indian Government District : Land Unit,#REF!,40841
Selma Park,Community,#REF!,30619
Shannon Creek SB 28,Indian Government District : Land Unit,#REF!,40185
Shawnigan Lake,Community,#REF!,40846
Shelter Point,Community,#REF!,16250
Shingle Point 4,Indian Reserve,#REF!,65204
Siakin 4,Indian Reserve,#REF!,65064
Skookumchuck SB 27,Indian Government District : Land Unit,#REF!,40184
Skutz 7,Indian Reserve,#REF!,65222
Skutz 8,Indian Reserve,#REF!,65225
Skwawkweehm SB 17,Indian Government District : Land Unit,#REF!,40206
Slayathlum SB 16,Indian Government District : Land Unit,#REF!,40868
Smeshalin SB 18,Indian Government District : Land Unit,#REF!,40183
Somenos,Community,#REF!,19750
South Wellington,Community,#REF!,20726
Sproat Lake,Community,#REF!,19663
Squaw-Hay-One 11,Indian Reserve,#REF!,65236
Squirrel Cove,Locality,#REF!,19722
Squirrel Cove 8,Indian Reserve,#REF!,65060
Stillwater,Community,#REF!,34713
Stories Beach,Community,#REF!,40885
Stuart Island,Locality,#REF!,8731
Sturdies Bay,Community,#REF!,8757
Suahbin SB 19,Indian Government District : Land Unit,#REF!,40193
Surge Narrows,Locality,#REF!,14011
Swaycalse SB 3,Indian Government District : Land Unit,#REF!,40205
Swaywelat SB 12,Indian Government District : Land Unit,#REF!,40189
Swaywelat SB 12A,Indian Government District : Land Unit,#REF!,40215
Tatpo-oose 10,Indian Reserve,#REF!,65023
Tchahchelailthtenum SB 10,Indian Government District : Land Unit,#REF!,40214
Teakerne Arm,Locality,#REF!,40907
Teeshohsum,Community,#REF!,56243
Tent Island 8,Indian Reserve,#REF!,65283
Theik 2,Indian Reserve,#REF!,65219
Theodosia Arm,Locality,#REF!,14960
Thetis Island,Community,#REF!,14968
Thurlow,Locality,#REF!,19066
Tork 7,Indian Reserve,#REF!,65059
Tsahaheh 1,Indian Reserve,#REF!,65277
Tsawcome SB 1,Indian Government District : Land Unit,#REF!,40211
Tsooahdie SB 15,Indian Government District : Land Unit,#REF!,40188
ts'uḵw'um,Community,#REF!,73722
Tsussie 6,Indian Reserve,#REF!,65281
Tuwanek,Locality,#REF!,24687
Twin Creeks,Locality,#REF!,26373
Tzart-lam 5,Indian Reserve,#REF!,65220
Tzouhalem,Community,#REF!,52920
Union Bay,Community,#REF!,25063
Van Anda,Community,#REF!,40923
Vaucroft Beach,Locality,#REF!,24362
Village Bay 7,Indian Reserve,#REF!,65355
Welcome Beach,Locality,#REF!,20100
Wellington,Community,#REF!,20112
Westholme,Community,#REF!,20186
Westview,Community,#REF!,20237
Whaletown,Locality,#REF!,35016
Whisky Creek,Community,#REF!,40958
Wildwood,Community,#REF!,22133
Williams Beach,Community,#REF!,22168
Williamsons Landing,Locality,#REF!,30409
Yaculta,Community,#REF!,35019
Youbou,Community,#REF!,25300
Aass 3,Indian Reserve,#REF!,65506
Ahaminaquus 12,Indian Reserve,#REF!,65419
Ahmacinnit 3,Indian Reserve,#REF!,63204
Ahmitsa 5,Indian Reserve,#REF!,65273
Ahous 16,Indian Reserve,#REF!,65150
Ahousat,Locality,#REF!,755
Ahpukto 3,Indian Reserve,#REF!,65434
Ahuk 1,Indian Reserve,#REF!,65212
Ah-we-cha-ol-to 16,Indian Reserve,#REF!,65455
Ak:tiis,First Nation Village,#REF!,63302
Anaqtl'a,First Nation Village,#REF!,62791
Bamfield,Community,#REF!,11066
Bartlett Island 32,Indian Reserve,#REF!,65257
Boat Basin,Locality,#REF!,37677
Carmanah 6,Indian Reserve,#REF!,65305
Caycuse,Community,#REF!,3461
Cayilth 5,Indian Reserve,#REF!,65449
Cayuse 6,Indian Reserve,#REF!,65448
Ceepeecee,Locality,#REF!,38869
Chamiss Bay,Locality,#REF!,25413
Cheesish 15,Indian Reserve,#REF!,65420
Cheewat 4A,Indian Reserve,#REF!,65213
Chenahkint 12,Indian Reserve,#REF!,65342
Chenatha,First Nation Village,#REF!,62621
Chetarpe,Locality,#REF!,38571
Chetarpe 17,Indian Reserve,#REF!,65151
Chiseuquis 9,Indian Reserve,#REF!,65432
Chuchakacook 4,Indian Reserve,#REF!,65288
Chuchummisapo 15,Indian Reserve,#REF!,65294
Claoose 4,Indian Reserve,#REF!,65306
Clatux 9,Indian Reserve,#REF!,65461
Clayoqua 6,Indian Reserve,#REF!,65244
Clayoquot,Locality,#REF!,2577
Cleho 6,Indian Reserve,#REF!,65274
Clienna 14,Indian Reserve,#REF!,65457
Cloolthpich 12,Indian Reserve,#REF!,65138
Clo-oose,Locality,#REF!,9732
Coopte 9,Indian Reserve,#REF!,65516
Cullite 3,Indian Reserve,#REF!,65285
Doobah 10,Indian Reserve,#REF!,65301
Echachis 2,Indian Reserve,#REF!,65240
Ecoole,Locality,#REF!,40437
Eelseuklis 10,Indian Reserve,#REF!,65216
Ehatis 11,Indian Reserve,#REF!,65343
Elephant Crossing,Locality,#REF!,9406
Equis 8,Indian Reserve,#REF!,65276
Esowista 3,Indian Reserve,#REF!,65241
Esperanza,Locality,#REF!,2872
Estevan Point,Locality,#REF!,10650
Fair Harbour,Locality,#REF!,26110
Glen-gla-ouch 5,Indian Reserve,#REF!,65439
Gold River,Village,#REF!,9765
Gordon River,Locality,#REF!,34716
Gordon River 2,Indian Reserve,#REF!,65284
Grass Point 13,Indian Reserve,#REF!,65458
Grassy Island 17,Indian Reserve,#REF!,63284
Hecate 17,Indian Reserve,#REF!,65368
Hesquiat,Locality,#REF!,20340
Hesquiat 1,Indian Reserve,#REF!,65228
Hesquis 10A,Indian Reserve,#REF!,65341
Hisnit 7,Indian Reserve,#REF!,65510
Hisnit Fishery 34,Indian Reserve,#REF!,65255
Hitacu,First Nation Village,#REF!,63103
Hi'tatis,First Nation Village,#REF!,62968
Hleepte 14,Indian Reserve,#REF!,65421
Hoiss 8,Indian Reserve,#REF!,65515
Hoke Point 10B,Indian Reserve,#REF!,65340
Holberg,Community,#REF!,29339
Homais 2,Indian Reserve,#REF!,65230
Homitan 8,Indian Reserve,#REF!,65303
Honeymoon Bay,Community,#REF!,17502
Hope Island 1,Indian Reserve,#REF!,65443
Hot Springs Cove,Locality,#REF!,18444
Houpsitas,First Nation Village,#REF!,63350
Hub-Toul 2A,Indian Reserve,#REF!,63203
Iktuksasuk 7,Indian Reserve,#REF!,65302
Ilclo 12,Indian Reserve,#REF!,65299
Ilthpaya 8,Indian Reserve,#REF!,65215
Indian Island 30,Indian Reserve,#REF!,65251
Jeune Landing,Community,#REF!,26260
Keith Island 7,Indian Reserve,#REF!,65275
Kendrick Camp,Locality,#REF!,54090
Kildonan,Locality,#REF!,3839
Kishnacous 29,Indian Reserve,#REF!,65252
Klaskish 3,Indian Reserve,#REF!,65441
Klitsis 16,Indian Reserve,#REF!,65371
Kootowis 4,Indian Reserve,#REF!,65246
Kutcous Point 33,Indian Reserve,#REF!,65256
Kyuquot,Community,#REF!,27428
Maahpe 4,Indian Reserve,#REF!,65199
Machta 16,Indian Reserve,#REF!,63282
Mahatta River,Community,#REF!,25740
Mah-te-nicht 8,Indian Reserve,#REF!,65446
Malachan 11,Indian Reserve,#REF!,65298
Marktosis,Community,#REF!,5614
Marktosis 15,Indian Reserve,#REF!,65149
Matchlee 13,Indian Reserve,#REF!,65418
Mesachie Lake,Community,#REF!,22547
Mission Island 2,Indian Reserve,#REF!,63202
Mooyah 16,Indian Reserve,#REF!,65415
Moutcha 5,Indian Reserve,#REF!,65512
Moyehai 23,Indian Reserve,#REF!,65250
Nahwitti 4,Indian Reserve,#REF!,65438
Nesuk 4,Indian Reserve,#REF!,65511
Nettle Island 5,Indian Reserve,#REF!,65291
Nuchatl 1,Indian Reserve,#REF!,65425
Nuchatl 2,Indian Reserve,#REF!,65424
Nuchatlitz,Community,#REF!,17836
Occosh 8,Indian Reserve,#REF!,65431
Oclucje 7,Indian Reserve,#REF!,65430
Oinimitis 14,Indian Reserve,#REF!,65140
Oke 10,Indian Reserve,#REF!,65346
Okeamin 5,Indian Reserve,#REF!,65239
Omoah 9,Indian Reserve,#REF!,65269
Onadsilth 9,Indian Reserve,#REF!,65243
Opatseeah 13,Indian Reserve,#REF!,65296
Opemit 4,Indian Reserve,#REF!,65435
Openit 27,Indian Reserve,#REF!,65254
Opitsat,Community,#REF!,18733
Opitsat 1,Indian Reserve,#REF!,65242
Ouchton 3,Indian Reserve,#REF!,65445
Ous 17,Indian Reserve,#REF!,65414
Owossitsa 6,Indian Reserve,#REF!,65437
O-ya-kum-la 11,Indian Reserve,#REF!,65460
Oyees 9,Indian Reserve,#REF!,65300
Pa-cat'l-lin-ne 3,Indian Reserve,#REF!,65451
Pacheena 1,Indian Reserve,#REF!,65289
Peneetle 22,Indian Reserve,#REF!,65148
Port Albion,Locality,#REF!,19251
Port Alice,Village,#REF!,25917
Port Renfrew,Community,#REF!,16166
Pulcah 15,Indian Reserve,#REF!,65456
Quatleyo 12,Indian Reserve,#REF!,65459
Quatsino,Community,#REF!,27245
Queesidaquah 4,Indian Reserve,#REF!,65286
Quortsowe 13,Indian Reserve,#REF!,65139
Refuge Cove 6,Indian Reserve,#REF!,65200
Rumble Beach,Community,#REF!,25203
Salmon Beach,Community,#REF!,63981
Saouk 16,Indian Reserve,#REF!,65295
Sarque 5,Indian Reserve,#REF!,65304
Savey 15,Indian Reserve,#REF!,65442
Seektukis 24,Indian Reserve,#REF!,65249
Semach 2,Indian Reserve,#REF!,65444
Shoomart 5,Indian Reserve,#REF!,65436
Shushartie,Locality,#REF!,40850
Sophe 14,Indian Reserve,#REF!,65433
Stewardson Inlet,Locality,#REF!,7808
Sucwoa 6,Indian Reserve,#REF!,65509
Sutaquis 18,Indian Reserve,#REF!,65152
Swan 35,Indian Reserve,#REF!,65261
Tahsis,Village,#REF!,30878
Tahsis 11,Indian Reserve,#REF!,65514
Tatchu 13,Indian Reserve,#REF!,65789
Tatchu 13A,Indian Reserve,#REF!,65790
Teahmit 3,Indian Reserve,#REF!,65229
Teeta 7,Indian Reserve,#REF!,65447
Telaise 1,Indian Reserve,#REF!,59983
Tequa 21,Indian Reserve,#REF!,65147
Tin-Wis 11,Indian Reserve,#REF!,60001
Tlakmaqis,First Nation Village,#REF!,63121
Tofino,District Municipality,#REF!,20919
Toh-quo-eugh 2,Indian Reserve,#REF!,65452
Tootoowiltena 28,Indian Reserve,#REF!,65253
Tsa Xana 18,Indian Reserve,#REF!,60005
Tsarksis 2,Indian Reserve,#REF!,65505
Tseoowa 4,Indian Reserve,#REF!,65280
Tsowenachs 2,Indian Reserve,#REF!,60000
Tsowwin 10,Indian Reserve,#REF!,65513
Tsuquanah 2,Indian Reserve,#REF!,65214
Ucluelet,District Municipality,#REF!,24419
Vargas Island 31,Indian Reserve,#REF!,65258
Wahous 19,Indian Reserve,#REF!,65145
Wahous 20,Indian Reserve,#REF!,65146
Wakems 6,Indian Reserve,#REF!,65440
Wappook 26,Indian Reserve,#REF!,65247
Watta 25,Indian Reserve,#REF!,65248
Whyac,Community,#REF!,22077
Winche 7,Indian Reserve,#REF!,65245
Winter Harbour,Community,#REF!,31364
Wokitsas 14,Indian Reserve,#REF!,65297
Wyah 3,Indian Reserve,#REF!,65211
Yarksis,Community,#REF!,24789
Yarksis 11,Indian Reserve,#REF!,65137
Yreka,Locality,#REF!,34833
Yuquot,Community,#REF!,25332
Yuquot 1,Indian Reserve,#REF!,65508
Zeballos,Village,#REF!,25342
Albert Head,Community,#REF!,693
Albion,Community,#REF!,705
Aldergrove,Community,#REF!,724
Altamont,Community,#REF!,2
Ambleside,Community,#REF!,1464
Anmore,Village,#REF!,30143
Anniedale,Community,#REF!,2063
Arbutus Ridge,Community,#REF!,9161
Ardmore,Locality,#REF!,40322
Austin Heights,Community,#REF!,3
Barnet,Community,#REF!,30144
Barnston Island,Community,#REF!,11671
Barnston Island 3,Indian Reserve,#REF!,65051
Beach Grove,Community,#REF!,12527
Beaver Lake,Community,#REF!,2801
Becher Bay 1,Indian Reserve,#REF!,65262
Becher Bay 2,Indian Reserve,#REF!,65260
Belcarra,Village,#REF!,35893
Belmont Park,Community,#REF!,25207
Birchland Manor,Community,#REF!,7
Blueridge,Community,#REF!,6717
Boundary Bay,Community,#REF!,436
Braemar Heights,Community,#REF!,586
Brentwood Bay,Community,#REF!,794
Brentwood Park,Community,#REF!,9
Bridgeview,Community,#REF!,786
Brighouse,Community,#REF!,28721
British Properties,Community,#REF!,11
Broadmoor,Community,#REF!,10
Brookswood,Community,#REF!,1141
Brunette Creek,Community,#REF!,12
Brunswick Beach,Locality,#REF!,34969
Buckingham Heights,Community,#REF!,14
Burkeville,Community,#REF!,16
Burnaby,City,#REF!,2210
Burnaby Heights,Community,#REF!,15
Burquitlam,Community,#REF!,34968
Burrard Inlet 3,Indian Reserve,#REF!,65003
Cadboro Bay,Community,#REF!,38767
Canyon Heights,Community,#REF!,10559
Capilano 5,Indian Reserve,#REF!,64598
Capilano Highlands,Community,#REF!,11145
Capitol Hill,Community,#REF!,30153
Cariboo,Community,#REF!,20
Cascade Heights,Community,#REF!,22
Cassin,Community,#REF!,54601
Caulfeild,Community,#REF!,38540
Cedardale,Community,#REF!,21
Central Saanich,District Municipality,#REF!,38674
Chatham Islands 4,Indian Reserve,#REF!,65271
Chineside,Community,#REF!,24
Cleveland Park,Community,#REF!,9704
Cloverdale,Urban Community,#REF!,10212
Cole Bay 3,Indian Reserve,#REF!,65287
Colquitz,Community,#REF!,10886
Colwood,City,#REF!,35878
Connaught Heights,Community,#REF!,28
Coombe,Community,#REF!,27
Coquitlam,City,#REF!,13021
Coquitlam 1,Indian Reserve,#REF!,64947
Coquitlam 2,Indian Reserve,#REF!,64948
Cordova Bay,Community,#REF!,13041
Cove Cliff,Community,#REF!,4067
Crescent,Community,#REF!,4841
Crescent Beach,Community,#REF!,4845
Cypress Park,Community,#REF!,7518
Dartmoor,Community,#REF!,32
Deep Cove,Community,#REF!,13228
Deep Cove,Community,#REF!,13231
Delbrook,Community,#REF!,13773
Delta,City,#REF!,13789
Discovery Island 3,Indian Reserve,#REF!,65797
Dollarton,Community,#REF!,18230
Douglas,Community,#REF!,25223
Dunbar-Southlands,Community,#REF!,15592
Dundarave,Community,#REF!,15609
Eagle Harbour,Community,#REF!,34974
Eagle Ridge,Community,#REF!,35
East Saanich 2,Indian Reserve,#REF!,65265
East Sooke,Community,#REF!,1240
Eastburn,Community,#REF!,38
Elgin,Community,#REF!,9424
Esquimalt,District Municipality,#REF!,10640
Esquimalt,Indian Reserve,#REF!,65798
Essondale,Community,#REF!,10643
Fairfield,Community,#REF!,38956
Fairview,Community,#REF!,11406
Fern Ridge,Community,#REF!,11945
Fleetwood,Urban Community,#REF!,12884
Forest Hills,Community,#REF!,3556
Forest Knolls,Community,#REF!,3559
Fort Langley,Community,#REF!,3589
Fraser Heights,Community,#REF!,4366
Fraser Island 6,Indian Reserve,#REF!,65234
Fraser Mills,Community,#REF!,28523
Garden Village,Community,#REF!,43
Glen Lake,Locality,#REF!,2007
Glen Valley,Community,#REF!,26325
Glenbrooke North,Community,#REF!,45
Gleneagles,Community,#REF!,2001
Glenmore,Community,#REF!,44
Goldstream,Community,#REF!,50510
Goldstream 13,Indian Reserve,#REF!,65321
Gordon Head,Community,#REF!,38958
Grandview,Community,#REF!,11650
Grandview-Woodlands,Community,#REF!,11651
Graveyard 5,Indian Reserve,#REF!,65045
Guildford,Urban Community,#REF!,4115
Halkett Island 2,Indian Reserve,#REF!,62202
Haney,Community,#REF!,37649
Happy Valley,Community,#REF!,6671
Harbour Chines,Community,#REF!,46
Harbour Village,Community,#REF!,48
Hastings-Sunrise,Community,#REF!,8577
Hazelmere,Community,#REF!,8663
Highlands,District Municipality,#REF!,41023
Hollyburn,Community,#REF!,39758
Hopington,Locality,#REF!,18325
Horseshoe Bay,Community,#REF!,34977
Inlailawatash 4,Indian Reserve,#REF!,65002
Inlailawatash 4A,Indian Reserve,#REF!,65005
Ioco,Community,#REF!,34978
James Bay,Community,#REF!,38961
Johnson Heights,Community,#REF!,11818
Katzie 1,Indian Reserve,#REF!,65052
Katzie 2,Indian Reserve,#REF!,64441
Keating,Community,#REF!,3103
Keith-Lynn,Community,#REF!,3135
Kelvin,Community,#REF!,54
Kensington-Cedar Cottage,Community,#REF!,3766
Kerrisdale,Community,#REF!,3784
Killarney,Community,#REF!,3846
Kitsilano,Community,#REF!,4619
Kitsilano 6,Indian Reserve,#REF!,62201
Ladner,Community,#REF!,7313
Lake Hill,Community,#REF!,7366
Lamb Island 5,Indian Reserve,#REF!,65259
Langford,City,#REF!,8837
Langley,City,#REF!,8845
Langley,District Municipality,#REF!,8848
Langley 5,Indian Reserve,#REF!,64406
Laurentian Belaire,Community,#REF!,59
Leechtown,Locality,#REF!,906
Lincoln Park,Community,#REF!,61
Lions Bay,Village,#REF!,34982
Long Neck Island 9,Indian Reserve,#REF!,65233
Lower Lonsdale,Community,#REF!,37920
Luxton,Community,#REF!,12152
Lynn Valley,Community,#REF!,27180
Lynnmour,Community,#REF!,12171
Maillardville,Community,#REF!,4632
Maple Ridge,City,#REF!,5536
Maplewood,Community,#REF!,5538
Marigold,Community,#REF!,5590
Marpole,Community,#REF!,5630
Mary Hill,Community,#REF!,64
Mayfair,Community,#REF!,66
McMillan Island 6,Indian Reserve,#REF!,64403
Meadowbrook,Community,#REF!,68
Metchosin,District Municipality,#REF!,38033
Metrotown,Community,#REF!,39556
Middlegate,Community,#REF!,70
Millstream,Locality,#REF!,24209
Milner,Community,#REF!,24210
Milnes Landing,Community,#REF!,24212
Mission 1,Indian Reserve,#REF!,64604
Mount Pleasant,Community,#REF!,8177
Mud Bay,Locality,#REF!,69
Murrayville,Community,#REF!,8339
Musqueam 2,Indian Reserve,#REF!,64421
Musqueam 4,Indian Reserve,#REF!,64422
New Songhees 1A,Indian Reserve,#REF!,65270
New Westminster,City,#REF!,14255
Newton,Urban Community,#REF!,14250
Norgate,Community,#REF!,17020
North Delta,Community,#REF!,17075
North Lonsdale,Community,#REF!,17105
North Saanich,District Municipality,#REF!,17127
North Vancouver,City,#REF!,17802
North Vancouver,District Municipality,#REF!,17805
Oak Bay,District Municipality,#REF!,17883
Oakridge,Community,#REF!,17887
Ocean Park,Community,#REF!,17920
Oxford Heights,Community,#REF!,76
Panorama Ridge,Community,#REF!,15271
Park Royal,Community,#REF!,16033
Parkdale Gardens,Community,#REF!,16002
Pemberton Heights,Community,#REF!,41024
Pitt Lake 4,Indian Reserve,#REF!,65046
Pitt Meadows,City,#REF!,16886
Pitt Meadows,Community,#REF!,27617
Pleasantside,Community,#REF!,39858
Port Coquitlam,City,#REF!,17769
Port Guichon,Community,#REF!,17790
Port Hammond,Community,#REF!,17791
Port Kells,Community,#REF!,16159
Port Mann,Community,#REF!,16162
Port Moody,City,#REF!,16164
Prospect Lake,Community,#REF!,21268
Queens Park,Community,#REF!,82
Queensborough,Community,#REF!,31007
Ranch Park,Community,#REF!,81
Renfrew-Collingwood,Community,#REF!,18974
Richmond,City,#REF!,19823
Riley Park,Community,#REF!,19853
River Jordan,Community,#REF!,19891
River Springs,Community,#REF!,85
Royal Oak,Community,#REF!,21910
Ruskin,Community,#REF!,22793
Saanich,District Municipality,#REF!,40827
Saanichton,Community,#REF!,13136
Sandy Cove,Community,#REF!,87
Sapperton,Community,#REF!,30358
Saseenos,Community,#REF!,14458
Sea Island 3,Indian Reserve,#REF!,64417
Seafair,Community,#REF!,86
Semiahmoo,Indian Reserve,#REF!,65772
Senanus Island 10,Indian Reserve,#REF!,65267
Sentinel Hill,Community,#REF!,90
Sevenoaks,Community,#REF!,18920
Seymour Creek 2,Indian Reserve,#REF!,64603
Seymour Heights,Community,#REF!,15314
Shaughnessy,Community,#REF!,15406
Shirley,Locality,#REF!,16310
Sidney,Town,#REF!,27029
Silver Valley,Community,#REF!,30403
Sooke,District Municipality,#REF!,19762
South Cambie,Community,#REF!,20650
South Saanich 1,Indian Reserve,#REF!,65266
South Slope,Community,#REF!,96
South Surrey,Urban Community,#REF!,41220
Southarm,Community,#REF!,93
Steveston,Community,#REF!,31647
Strachan Creek,Locality,#REF!,31668
Strathcona,Community,#REF!,8687
Strawberry Hill,Community,#REF!,8699
Strawberry Vale,Community,#REF!,8706
Sullivan,Community,#REF!,35863
Sullivan Heights,Community,#REF!,100
Sun Valley,Community,#REF!,101
Suncrest,Community,#REF!,99
Sunnyside,Locality,#REF!,13967
Sunset,Community,#REF!,13976
Sunset Beach,Community,#REF!,13978
Sunshine Hills,Community,#REF!,13998
Surrey,City,#REF!,14024
Surrey Centre,Community,#REF!,14026
Thompson,Community,#REF!,102
Tillicum,Community,#REF!,19104
Tsawwassen,Community,#REF!,23827
Tsawwassen Beach,Community,#REF!,23826
T'Sou-ke 1,Indian Reserve,#REF!,65268
T'Sou-ke 2,Indian Reserve,#REF!,65272
Twin Island 10,Indian Reserve,#REF!,65231
Tynehead,Community,#REF!,25178
Union Bay 4,Indian Reserve,#REF!,65323
University Hill,Community,#REF!,25071
Upper Lynn,Community,#REF!,25100
Vancouver,City,#REF!,24320
Victoria,City,#REF!,22474
Victoria-Fraserview,Community,#REF!,22480
View Royal,Town,#REF!,23448
Village Island 7,Indian Reserve,#REF!,65785
Walnut Grove,Community,#REF!,15931
Websters Corners,Community,#REF!,31317
West Bay,Community,#REF!,112
West End,Community,#REF!,20172
West End,Community,#REF!,54060
West Lynn,Community,#REF!,20202
West Point Grey,Community,#REF!,20221
West Vancouver,District Municipality,#REF!,20235
Westmount,Community,#REF!,114
Westridge,Community,#REF!,113
Whale Island 8,Indian Reserve,#REF!,65232
Whalley,Urban Community,#REF!,23378
White Rock,City,#REF!,38424
Whonnock,Community,#REF!,22085
Whonnock 1,Indian Reserve,#REF!,64401
Whytecliff,Community,#REF!,38425
Willingdon Heights,Community,#REF!,116
Windsor Park,Community,#REF!,23117
Woodhaven,Community,#REF!,115
Woodlands,Community,#REF!,30412
Yennadon,Locality,#REF!,25263
